user_id,identity_trust_score,device_trust_score,sim_binding_ok,sim_swap_flag,sim_age_days,multi_sim_flag,vpn_flag,ip_risk_score,device_age_years,device_age_days,device_shared_count,root_status,emulator_flag,app_cloner_flag,face_match_score,sanction_hit,pep_hit,typing_speed,form_completion_time,copy_paste_ratio,otp_retry_count
U0,95.0,95.0,1,0,1235,0,0,30.0,2,730,1,0,0,0,55.81,0,0,201.49101611581955,264.194,0.5241395949357178,1
U1,97.5,97.5,1,0,161,0,0,30.0,1,365,1,0,0,0,68.97,0,0,197.31605077147853,405.929,0.30637156885156,3
U2,87.5,87.5,1,0,406,0,0,30.0,5,1825,1,0,0,0,65.32,0,0,188.21534912636588,135.622,0.31118307491863684,0
U3,95.0,95.0,1,0,283,0,0,30.0,2,730,1,0,0,0,83.4,0,0,147.26303344171782,414.254,0.9882144052350974,1
U4,87.5,87.5,1,0,827,1,0,30.0,5,1825,1,0,0,0,92.83,0,0,202.35454787088298,235.574,0.8236266113098926,1
U5,95.0,95.0,1,0,930,0,0,30.0,2,730,1,0,0,0,69.6,0,0,193.88207942637365,203.707,0.24627145191240019,0
U6,92.5,92.5,1,0,379,1,0,30.0,3,1095,1,0,0,0,75.87,0,0,195.8656503930278,201.516,0.5433424685775142,1
U7,90.0,90.0,1,0,510,1,0,30.0,4,1460,1,0,0,0,72.78,0,0,205.02334744843546,173.587,0.8326433191075343,3
U8,85.0,85.0,1,0,591,1,0,30.0,6,2190,1,0,0,0,64.49,0,0,224.77500415260778,300.331,0.7164738568149599,1
U9,90.0,90.0,1,0,574,0,0,30.0,4,1460,1,0,0,0,88.53,0,0,186.3015508498001,360.87,0.5090463138785359,1
U10,85.0,85.0,1,0,141,1,0,30.0,6,2190,1,0,0,0,96.82,0,0,283.3747656945508,161.313,0.24019594761849306,1
U11,90.0,90.0,1,0,771,1,0,30.0,4,1460,1,0,0,0,98.25,0,0,165.9601451022946,220.814,0.7362645096712591,1
U12,80.0,80.0,1,0,666,0,0,30.0,8,2920,1,0,0,0,79.19,0,0,212.10511567574542,271.722,0.5506686003805609,2
U13,90.0,90.0,1,0,413,0,0,30.0,4,1460,1,0,0,0,84.06,0,0,215.41624771529573,319.295,0.645920488037958,1
U14,85.0,85.0,1,0,1406,1,0,30.0,6,2190,1,0,0,0,80.96,0,0,255.69458258218367,205.277,0.018489989925767447,1
U15,85.0,85.0,1,0,965,1,0,30.0,6,2190,1,0,0,0,74.57,0,0,143.52330932761518,157.435,0.014532486958143354,1
U16,90.0,90.0,1,0,1221,0,0,30.0,4,1460,1,0,0,0,87.2,0,0,312.76641499318123,205.669,0.09096696903709411,1
U17,87.5,87.5,1,0,983,0,0,30.0,5,1825,1,0,0,0,60.54,0,0,255.76209541128455,290.017,0.7332851092744403,0
U18,90.0,90.0,1,0,588,0,0,30.0,4,1460,1,0,0,0,64.86,0,0,133.7848508551713,285.388,0.9976314901684922,1
U19,85.0,85.0,1,0,919,0,0,30.0,6,2190,1,0,0,0,62.16,0,0,225.21386602059385,417.365,0.8192174485923716,1
U20,82.5,82.5,1,0,64,1,0,30.0,7,2555,1,0,0,0,78.75,0,0,122.7713640420868,327.425,0.36760257452929634,3
U21,82.5,82.5,1,0,1167,1,0,30.0,7,2555,1,0,0,0,90.08,0,0,206.82157215719167,193.206,0.7526565491764146,3
U22,90.0,90.0,1,0,557,1,0,30.0,4,1460,1,0,0,0,89.53,0,0,253.95613622688435,344.622,0.435127230615328,3
U23,82.5,82.5,1,0,1032,0,0,30.0,7,2555,1,0,0,0,82.04,0,0,302.7418304380123,192.525,0.6557636572685461,2
U24,87.5,87.5,1,0,313,0,0,30.0,5,1825,1,0,0,0,77.3,0,0,268.3351040299224,177.487,0.6259194381171128,2
U25,95.0,95.0,1,0,1427,1,0,30.0,2,730,1,0,0,0,62.63,0,0,245.46292467284132,153.306,0.20630758139543515,2
U26,80.0,80.0,1,0,197,1,0,30.0,8,2920,1,0,0,0,97.79,0,0,163.9772993662247,397.408,0.20533264391100792,1
U27,95.0,95.0,1,0,1187,0,0,30.0,2,730,1,0,0,0,98.7,0,0,160.08070397715295,180.058,0.5265850090169901,2
U28,92.5,92.5,1,0,603,1,0,30.0,3,1095,1,0,0,0,56.93,0,0,189.71754644041536,298.349,0.22624950213965533,2
U29,95.0,95.0,1,0,1334,0,0,30.0,2,730,1,0,0,0,83.55,0,0,202.94902641255342,357.881,0.6698020602886702,0
U30,87.5,87.5,1,0,43,1,0,30.0,5,1825,1,0,0,0,71.53,0,0,235.2935929328704,382.451,0.5402474895428493,1
U31,87.5,87.5,1,0,1220,0,0,30.0,5,1825,1,0,0,0,90.13,0,0,171.6628012047612,276.471,0.2208398751784968,1
U32,95.0,95.0,1,0,63,0,0,30.0,2,730,1,0,0,0,64.83,0,0,140.69666939078556,200.131,0.522346342218221,1
U33,97.5,97.5,1,0,1452,0,0,30.0,1,365,1,0,0,0,68.29,0,0,227.52395603699352,289.951,0.7015416019386135,3
U34,80.0,80.0,1,0,1190,1,0,30.0,8,2920,1,0,0,0,96.92,0,0,241.1298163949196,281.225,0.5260298814314772,3
U35,90.0,90.0,1,0,7,0,0,30.0,4,1460,1,0,0,0,59.6,0,0,195.94223487736437,164.907,0.5034000516902621,0
U36,92.5,92.5,1,0,146,0,0,30.0,3,1095,1,0,0,0,77.59,0,0,352.0282467122554,399.291,0.24691490917299053,0
U37,85.0,85.0,1,0,1485,1,0,30.0,6,2190,1,0,0,0,77.88,0,0,210.97314258200743,408.255,0.08099223468203542,2
U38,85.0,85.0,1,0,347,1,0,30.0,6,2190,1,0,0,0,84.18,0,0,109.70570244067281,231.043,0.7910946474499728,0
U39,92.5,92.5,1,0,1071,0,0,30.0,3,1095,1,0,0,0,75.51,0,0,246.47664668193005,283.429,0.35465466661587697,4
U40,80.0,80.0,1,0,105,1,0,30.0,8,2920,1,0,0,0,66.19,0,0,272.97573108619383,349.69,0.24183916343381395,1
U41,95.0,95.0,1,0,481,0,0,30.0,2,730,1,0,0,0,61.97,0,0,194.31369526449444,237.806,0.6837219490749452,1
U42,90.0,90.0,1,0,348,0,0,30.0,4,1460,1,0,0,0,72.9,0,0,327.3748539250838,235.457,0.5539688991052925,0
U43,87.5,87.5,1,0,1028,0,0,30.0,5,1825,1,0,0,0,93.8,0,0,256.7980691822162,240.031,0.45549571878604056,1
U44,80.0,80.0,1,0,96,1,0,30.0,8,2920,1,0,0,0,57.29,0,0,210.9994092366883,157.149,0.1618035430864636,1
U45,92.5,92.5,1,0,39,1,0,30.0,3,1095,1,0,0,0,76.74,0,0,159.07036056286012,232.321,0.670681067582533,0
U46,82.5,82.5,1,0,287,1,0,30.0,7,2555,1,0,0,0,78.22,0,0,225.0892496446499,247.4,0.09197183931284769,0
U47,87.5,87.5,1,0,52,0,0,30.0,5,1825,1,0,0,0,74.72,0,0,208.16864074498696,169.453,0.4051232888772208,1
U48,90.0,90.0,1,0,763,1,0,30.0,4,1460,1,0,0,0,88.63,0,0,201.10974044300093,342.077,0.08859696466912237,1
U49,90.0,90.0,1,0,1260,0,0,30.0,4,1460,1,0,0,0,63.88,0,0,198.91393209585675,171.599,0.806592850669219,3
U50,90.0,90.0,1,0,893,1,0,30.0,4,1460,1,0,0,0,93.69,0,0,214.5598630358543,177.288,0.6191123199653041,1
U51,85.0,85.0,1,0,1,1,0,30.0,6,2190,1,0,0,0,61.28,0,0,150.72923096937038,193.495,0.7088226845540567,3
U52,92.5,92.5,1,0,443,1,0,30.0,3,1095,1,0,0,0,57.82,0,0,249.09089032352378,250.97,0.331136822511489,4
U53,95.0,95.0,1,0,285,0,0,30.0,2,730,1,0,0,0,67.07,0,0,144.17691476365306,146.522,0.5246490792110807,1
U54,90.0,90.0,1,0,600,0,0,30.0,4,1460,1,0,0,0,63.98,0,0,188.93474175145678,168.896,0.5599941721800723,1
U55,90.0,90.0,1,0,475,0,0,30.0,4,1460,1,0,0,0,56.73,0,0,224.8165705208526,333.078,0.8792993886397432,1
U56,85.0,85.0,1,0,163,1,0,30.0,6,2190,1,0,0,0,76.13,0,0,193.92259292391972,150.741,0.11463513001381931,2
U57,80.0,80.0,1,0,185,1,0,30.0,8,2920,1,0,0,0,67.57,0,0,236.72697317358706,259.042,0.8350888107149995,2
U58,95.0,95.0,1,0,279,1,0,30.0,2,730,1,0,0,0,83.03,0,0,142.61476599635063,201.158,0.6684700701898111,1
U59,80.0,80.0,1,0,904,0,0,30.0,8,2920,1,0,0,0,93.02,0,0,194.12438479262312,404.266,0.605353303157757,1
U60,80.0,80.0,1,0,1402,0,0,30.0,8,2920,1,0,0,0,76.16,0,0,257.8298218506027,146.289,0.932037479763631,3
U61,80.0,80.0,1,0,651,0,0,30.0,8,2920,1,0,0,0,79.1,0,0,174.95062520804987,149.821,0.5056960316905377,1
U62,80.0,80.0,1,0,320,0,0,30.0,8,2920,1,0,0,0,60.19,0,0,212.62469904802148,155.924,0.5483695635711086,1
U63,97.5,97.5,1,0,1092,0,0,30.0,1,365,1,0,0,0,57.42,0,0,164.2314381402178,331.694,0.2568491292563104,0
U64,97.5,97.5,1,0,817,0,0,30.0,1,365,1,0,0,0,79.15,0,0,223.39520539035476,140.836,0.35503290353459616,4
U65,82.5,82.5,1,0,624,1,0,30.0,7,2555,1,0,0,0,98.74,0,0,181.00616156404516,256.716,0.2093543926394642,3
U66,82.5,82.5,1,0,581,1,0,30.0,7,2555,1,0,0,0,88.98,0,0,288.7059750010488,245.14,0.8327312381499631,1
U67,95.0,95.0,1,0,823,1,0,30.0,2,730,1,0,0,0,55.29,0,0,162.57505734274488,359.717,0.47019865715153486,1
U68,95.0,95.0,1,0,482,0,0,30.0,2,730,1,0,0,0,95.47,0,0,184.0445255334512,124.883,0.1935730817918464,0
U69,80.0,80.0,1,0,39,0,0,30.0,8,2920,1,0,0,0,94.36,0,0,252.87914354753724,158.409,0.7767629860196038,3
U70,95.0,95.0,1,0,223,1,0,30.0,2,730,1,0,0,0,62.89,0,0,211.40337225673696,189.445,0.15314375903422317,1
U71,95.0,95.0,1,0,437,0,0,30.0,2,730,1,0,0,0,78.69,0,0,247.05821770357687,313.738,0.6798400249629776,3
U72,90.0,90.0,1,0,247,1,0,30.0,4,1460,1,0,0,0,72.11,0,1,199.31221750195476,397.317,0.030856823340643325,1
U73,97.5,97.5,1,0,405,1,0,30.0,1,365,1,0,0,0,80.22,0,0,193.24233983397963,174.309,0.329948228801481,2
U74,90.0,90.0,1,0,992,0,0,30.0,4,1460,1,0,0,0,55.22,0,0,257.6477498265819,410.048,0.6644652150479732,1
U75,90.0,90.0,1,0,397,0,0,30.0,4,1460,1,0,0,0,92.54,0,0,220.62482605353557,299.768,0.7072329470825987,3
U76,87.5,87.5,1,0,771,1,0,30.0,5,1825,1,0,0,0,65.24,0,0,121.31430330278381,384.979,0.16390599624307045,2
U77,92.5,92.5,1,0,110,0,0,30.0,3,1095,1,0,0,0,65.1,0,0,153.995522024873,168.39,0.48600263289302836,2
U78,90.0,90.0,1,0,705,1,0,30.0,4,1460,1,0,0,0,62.62,0,0,240.0337070198686,143.114,0.3366360852674489,0
U79,80.0,80.0,1,0,1315,0,0,30.0,8,2920,1,0,0,0,59.3,0,0,168.6275917078342,257.34,0.6513905350369688,0
U80,92.5,92.5,1,0,823,1,0,30.0,3,1095,1,0,0,0,79.01,0,0,249.5684737883114,414.076,0.6929137213145721,0
U81,90.0,90.0,1,0,1308,0,0,30.0,4,1460,1,0,0,0,64.49,0,0,149.02506177468968,406.046,0.4654785122798011,2
U82,90.0,90.0,1,0,1029,0,0,30.0,4,1460,1,0,0,0,65.34,0,0,211.7040310093792,345.332,0.2667652102694722,1
U83,87.5,87.5,1,0,689,1,0,30.0,5,1825,1,0,0,0,61.61,0,0,81.4033763104195,140.916,0.4650238735528144,0
U84,87.5,87.5,1,0,950,0,0,30.0,5,1825,1,0,0,0,73.91,0,0,230.77998244089656,173.893,0.8551486065496224,2
U85,87.5,87.5,1,0,1215,1,0,30.0,5,1825,1,0,0,0,97.26,0,0,157.6902736273101,201.03,0.1161325747631653,2
U86,92.5,92.5,1,0,74,0,0,30.0,3,1095,1,0,0,0,93.09,0,0,179.85605578599433,336.161,0.23926568326008157,0
U87,80.0,80.0,1,0,1276,1,0,30.0,8,2920,1,0,0,0,57.51,0,0,156.88800882715285,335.856,0.07481624910461604,0
U88,80.0,80.0,1,0,1435,0,0,30.0,8,2920,1,0,0,0,60.22,0,0,117.96711394204111,259.883,0.07629981682604281,2
U89,82.5,82.5,1,0,1227,0,0,30.0,7,2555,1,0,0,0,70.3,0,0,249.95255716296055,320.562,0.696415968471549,1
U90,85.0,85.0,1,0,960,0,0,30.0,6,2190,1,0,0,0,64.65,0,0,179.76616578056365,224.633,0.9887240419079798,2
U91,80.0,80.0,1,0,1165,0,0,30.0,8,2920,1,0,0,0,70.23,0,0,206.71345271567762,236.876,0.7999578415397804,0
U92,85.0,85.0,1,0,677,1,0,30.0,6,2190,1,0,0,0,70.13,0,1,244.3810825678049,292.103,0.0837562967943607,2
U93,92.5,92.5,1,0,634,1,0,30.0,3,1095,1,0,0,0,73.75,0,0,291.2744796199444,304.101,0.12078369532633104,3
U94,85.0,85.0,1,0,1464,1,0,30.0,6,2190,1,0,0,0,76.34,0,0,268.43475697632636,134.47,0.09763530555082067,2
U95,90.0,90.0,1,0,566,1,0,30.0,4,1460,1,0,0,0,85.11,0,0,194.94462671559143,213.62,0.9197251458964805,4
U96,82.5,82.5,1,0,1451,1,0,30.0,7,2555,1,0,0,0,87.44,0,0,259.48954920727107,140.057,0.06604822459182136,1
U97,92.5,92.5,1,0,109,1,0,30.0,3,1095,1,0,0,0,69.45,0,0,117.61034133226872,284.457,0.076768844993093,1
U98,82.5,82.5,1,0,1469,0,0,30.0,7,2555,1,0,0,0,85.36,0,0,95.0390088089986,321.953,0.024439084554867874,0
U99,82.5,82.5,1,0,648,0,0,30.0,7,2555,1,0,0,0,62.08,0,0,262.8947264591502,348.619,0.400710665031896,3
U100,90.0,90.0,1,0,1270,0,0,30.0,4,1460,1,0,0,0,73.69,0,0,250.1010065937902,310.956,0.34224669616047687,2
U101,87.5,87.5,1,0,436,1,0,30.0,5,1825,1,0,0,0,72.61,0,0,286.4790826670325,284.582,0.26629345024896034,4
U102,87.5,87.5,1,0,838,1,0,30.0,5,1825,1,0,0,0,63.27,0,0,231.24903209025717,385.878,0.623509778466854,2
U103,85.0,85.0,1,0,1419,1,0,30.0,6,2190,1,0,0,0,69.17,0,0,225.93048365997765,330.973,0.5952850611842476,2
U104,82.5,82.5,1,0,898,0,0,30.0,7,2555,1,0,0,0,70.04,0,0,265.43806308120435,220.579,0.29572828484858604,2
